,county,living,min,poverty,state
2653,Kendall County,11.32,7.25,5,Texas
2654,Kenedy County,10.85,7.25,5,Texas
2655,Kent County,10.02,7.25,5,Texas
2656,Kerr County,11.04,7.25,5,Texas
2657,Kimble County,10.35,7.25,5,Texas
2658,King County,11.64,7.25,5,Texas
2659,Kinney County,10.34,7.25,5,Texas
2660,Kleberg County,10.49,7.25,5,Texas
2661,Knox County,10.02,7.25,5,Texas
2662,Lamar County,10.49,7.25,5,Texas
2663,Lamb County,10.02,7.25,5,Texas
2664,Lampasas County,10.16,7.25,5,Texas
2665,La Salle County,10.39,7.25,5,Texas
2666,Lavaca County,9.46,7.25,5,Texas
2667,Lee County,10.63,7.25,5,Texas
2668,Leon County,9.96,7.25,5,Texas
2669,Liberty County,11.23,7.25,5,Texas
2670,Limestone County,10.11,7.25,5,Texas
2671,Lipscomb County,10.06,7.25,5,Texas
2672,Live Oak County,10.14,7.25,5,Texas
2673,Llano County,10.44,7.25,5,Texas
2674,Loving County,10.32,7.25,5,Texas
2675,Lubbock County,10.2,7.25,5,Texas
2676,Lynn County,9.79,7.25,5,Texas
2677,Madison County,10.07,7.25,5,Texas
2678,Marion County,10.02,7.25,5,Texas
2679,Martin County,9.97,7.25,5,Texas
2680,Mason County,11.92,7.25,5,Texas
2681,Matagorda County,10.33,7.25,5,Texas
2682,Maverick County,10.35,7.25,5,Texas
2683,McCulloch County,10.02,7.25,5,Texas
2684,McLennan County,10.02,7.25,5,Texas
2685,McMullen County,10.32,7.25,5,Texas
2686,Medina County,9.62,7.25,5,Texas
2687,Menard County,10.48,7.25,5,Texas
2688,Midland County,13.41,7.25,5,Texas
2689,Milam County,10.19,7.25,5,Texas
2690,Mills County,10.29,7.25,5,Texas
2691,Mitchell County,9.96,7.25,5,Texas
2692,Montague County,10.95,7.25,5,Texas
2693,Montgomery County,11.23,7.25,5,Texas
2694,Moore County,10.33,7.25,5,Texas
2695,Morris County,9.46,7.25,5,Texas
2696,Motley County,10.02,7.25,5,Texas
2697,Nacogdoches County,10.83,7.25,5,Texas
2698,Navarro County,10.79,7.25,5,Texas
2699,Newton County,9.58,7.25,5,Texas
2700,Nolan County,10.02,7.25,5,Texas
2701,Nueces County,11.61,7.25,5,Texas
2702,Ochiltree County,10.36,7.25,5,Texas
2703,Oldham County,10.55,7.25,5,Texas
2704,Orange County,10.16,7.25,5,Texas
2705,Palo Pinto County,10.45,7.25,5,Texas
2706,Panola County,10.04,7.25,5,Texas
2707,Parker County,11.03,7.25,5,Texas
2708,Parmer County,10.02,7.25,5,Texas
2709,Pecos County,10.39,7.25,5,Texas
2710,Polk County,9.73,7.25,5,Texas
2711,Potter County,10.07,7.25,5,Texas
2712,Presidio County,10.02,7.25,5,Texas
2713,Rains County,10.14,7.25,5,Texas
2714,Randall County,10.07,7.25,5,Texas
2715,Reagan County,10.02,7.25,5,Texas
2716,Real County,10.02,7.25,5,Texas
2717,Red River County,9.96,7.25,5,Texas
2718,Reeves County,10.02,7.25,5,Texas
2719,Refugio County,10.25,7.25,5,Texas
2720,Roberts County,10.32,7.25,5,Texas
2721,Robertson County,10.72,7.25,5,Texas
2722,Rockwall County,11.15,7.25,5,Texas
2723,Runnels County,9.97,7.25,5,Texas
2724,Rusk County,10.05,7.25,5,Texas
2725,Sabine County,10.13,7.25,5,Texas
2726,San Augustine County,10.16,7.25,5,Texas
2727,San Jacinto County,9.96,7.25,5,Texas
2728,San Patricio County,11.61,7.25,5,Texas
2729,San Saba County,10.02,7.25,5,Texas
2730,Schleicher County,9.96,7.25,5,Texas
2731,Scurry County,10.94,7.25,5,Texas
2732,Shackelford County,10.02,7.25,5,Texas
2733,Shelby County,9.96,7.25,5,Texas
2734,Sherman County,10.02,7.25,5,Texas
2735,Smith County,10.73,7.25,5,Texas
2736,Somervell County,9.65,7.25,5,Texas
2737,Starr County,10.02,7.25,5,Texas
2738,Stephens County,9.96,7.25,5,Texas
2739,Sterling County,10.39,7.25,5,Texas
2740,Stonewall County,10.02,7.25,5,Texas
2741,Sutton County,10.02,7.25,5,Texas
2742,Swisher County,10.02,7.25,5,Texas
2743,Tarrant County,11.03,7.25,5,Texas
2744,Taylor County,10.34,7.25,5,Texas
2745,Terrell County,10.31,7.25,5,Texas
2746,Terry County,10.2,7.25,5,Texas
2747,Throckmorton County,10.02,7.25,5,Texas
2748,Titus County,10.15,7.25,5,Texas
2749,Tom Green County,10.68,7.25,5,Texas
2750,Travis County,11.87,7.25,5,Texas
2751,Trinity County,10.31,7.25,5,Texas
2752,Tyler County,10.07,7.25,5,Texas
2753,Upshur County,10.91,7.25,5,Texas
2754,Upton County,10.02,7.25,5,Texas
2755,Uvalde County,10.39,7.25,5,Texas
2756,Val Verde County,10.34,7.25,5,Texas
2757,Van Zandt County,10.31,7.25,5,Texas
2758,Victoria County,11.44,7.25,5,Texas
2759,Walker County,11.2,7.25,5,Texas
2760,Waller County,11.23,7.25,5,Texas
2761,Ward County,10.13,7.25,5,Texas
2762,Washington County,10.76,7.25,5,Texas
2763,Webb County,10.55,7.25,5,Texas
2764,Wharton County,10.5,7.25,5,Texas
2765,Wheeler County,10.02,7.25,5,Texas
2766,Wichita County,9.79,7.25,5,Texas
2767,Wilbarger County,10.02,7.25,5,Texas
2768,Willacy County,10.14,7.25,5,Texas
2769,Williamson County,11.87,7.25,5,Texas
2770,Wilson County,10.71,7.25,5,Texas
2771,Winkler County,10.02,7.25,5,Texas
2772,Wise County,10.67,7.25,5,Texas
2773,Wood County,10.34,7.25,5,Texas
2774,Yoakum County,10.02,7.25,5,Texas
2775,Young County,10.05,7.25,5,Texas
2776,Zapata County,10.02,7.25,5,Texas
2777,Zavala County,10.02,7.25,5,Texas
2778,Beaver County,10.09,7.25,5,Utah
2779,Box Elder County,10.31,7.25,5,Utah
2780,Cache County,10.15,7.25,5,Utah
2781,Carbon County,10.35,7.25,5,Utah
2782,Daggett County,10.86,7.25,5,Utah
2783,Davis County,10.92,7.25,5,Utah
2784,Duchesne County,10.55,7.25,5,Utah
2785,Emery County,10.09,7.25,5,Utah
2786,Garfield County,10.09,7.25,5,Utah
2787,Grand County,10.8,7.25,5,Utah
2788,Iron County,10.36,7.25,5,Utah
2789,Juab County,11.24,7.25,5,Utah
2790,Kane County,10.83,7.25,5,Utah
2791,Millard County,10.09,7.25,5,Utah
2792,Morgan County,10.92,7.25,5,Utah
2793,Piute County,10.81,7.25,5,Utah
2794,Rich County,11.01,7.25,5,Utah
2795,Salt Lake County,11.48,7.25,5,Utah
2796,San Juan County,10.09,7.25,5,Utah
2797,Sanpete County,10.09,7.25,5,Utah
2798,Sevier County,10.09,7.25,5,Utah
2799,Summit County,11.87,7.25,5,Utah
2800,Tooele County,11.08,7.25,5,Utah
2801,Uintah County,10.92,7.25,5,Utah
2802,Utah County,11.24,7.25,5,Utah
2803,Wasatch County,11.3,7.25,5,Utah
2804,Washington County,11.07,7.25,5,Utah
2805,Wayne County,10.09,7.25,5,Utah
2806,Weber County,10.92,7.25,5,Utah
2807,Addison County,12.16,10.5,5,Vermont
2808,Bennington County,12.39,10.5,5,Vermont
2809,Caledonia County,11.52,10.5,5,Vermont
2810,Chittenden County,12.84,10.5,5,Vermont
2811,Essex County,10.98,10.5,5,Vermont
2812,Franklin County,12.84,10.5,5,Vermont
2813,Grand Isle County,12.84,10.5,5,Vermont
2814,Lamoille County,11.26,10.5,5,Vermont
2815,Orange County,12.03,10.5,5,Vermont
2816,Orleans County,10.95,10.5,5,Vermont
2817,Rutland County,12,10.5,5,Vermont
2818,Washington County,12.12,10.5,5,Vermont
2819,Windham County,11.75,10.5,5,Vermont
2820,Windsor County,12.28,10.5,5,Vermont
2821,Accomack County,10.92,7.25,5,Virginia
2822,Albemarle County,12.02,7.25,5,Virginia
2823,Alexandria city,16.8,7.25,5,Virginia
2824,Alleghany County,10.52,7.25,5,Virginia
2825,Amelia County,12.79,7.25,5,Virginia
2826,Amherst County,11.11,7.25,5,Virginia
2827,Appomattox County,11.11,7.25,5,Virginia
2828,Arlington County,16.8,7.25,5,Virginia
2829,Augusta County,11.44,7.25,5,Virginia
2830,Bath County,10.52,7.25,5,Virginia
2831,Bedford city,11.11,7.25,5,Virginia
2832,Bedford County,11.11,7.25,5,Virginia
2833,Bland County,10.44,7.25,5,Virginia
2834,Botetourt County,11.09,7.25,5,Virginia
2835,Bristol city,10.31,7.25,5,Virginia
2836,Brunswick County,11.29,7.25,5,Virginia
2837,Buchanan County,10.52,7.25,5,Virginia
2838,Buckingham County,10.2,7.25,5,Virginia
2839,Buena Vista city,10.55,7.25,5,Virginia
2840,Campbell County,11.11,7.25,5,Virginia
2841,Caroline County,12.79,7.25,5,Virginia
2842,Carroll County,10.52,7.25,5,Virginia
2843,Charles City County,12.79,7.25,5,Virginia
2844,Charlotte County,10.44,7.25,5,Virginia
2845,Charlottesville city,12.02,7.25,5,Virginia
2846,Chesapeake city,13.47,7.25,5,Virginia
2847,Chesterfield County,12.79,7.25,5,Virginia
2848,Clarke County,16.8,7.25,5,Virginia
2849,Colonial Heights city,12.79,7.25,5,Virginia
2850,Covington city,10.52,7.25,5,Virginia
2851,Craig County,11.09,7.25,5,Virginia
2852,Culpeper County,12.75,7.25,5,Virginia
2853,Cumberland County,11.25,7.25,5,Virginia
2854,Danville city,10.52,7.25,5,Virginia
2855,Dickenson County,10.52,7.25,5,Virginia
2856,Dinwiddie County,12.79,7.25,5,Virginia
2857,Emporia city,10.99,7.25,5,Virginia
2858,Essex County,11.78,7.25,5,Virginia
2859,Fairfax city,16.8,7.25,5,Virginia
2860,Fairfax County,16.8,7.25,5,Virginia
2861,Falls Church city,16.8,7.25,5,Virginia
2862,Fauquier County,16.8,7.25,5,Virginia
2863,Floyd County,10.73,7.25,5,Virginia
2864,Fluvanna County,12.02,7.25,5,Virginia
2865,Franklin city,11.29,7.25,5,Virginia
2866,Franklin County,10.55,7.25,5,Virginia
2867,Frederick County,12.42,7.25,5,Virginia
2868,Fredericksburg city,16.8,7.25,5,Virginia
2869,Galax city,10.52,7.25,5,Virginia
2870,Giles County,10.24,7.25,5,Virginia
2871,Gloucester County,13.47,7.25,5,Virginia
2872,Goochland County,12.79,7.25,5,Virginia
2873,Grayson County,10.52,7.25,5,Virginia
2874,Greene County,12.02,7.25,5,Virginia
2875,Greensville County,10.99,7.25,5,Virginia
2876,Halifax County,10.52,7.25,5,Virginia
2877,Hampton city,13.47,7.25,5,Virginia
2878,Hanover County,12.79,7.25,5,Virginia
2879,Harrisonburg city,11.44,7.25,5,Virginia
2880,Henrico County,12.79,7.25,5,Virginia
2881,Henry County,10.52,7.25,5,Virginia
2882,Highland County,10.52,7.25,5,Virginia
2883,Hopewell city,12.79,7.25,5,Virginia
2884,Isle of Wight County,13.47,7.25,5,Virginia
2885,James City County,13.47,7.25,5,Virginia
2886,King and Queen County,12.02,7.25,5,Virginia
2887,King George County,12.17,7.25,5,Virginia
2888,King William County,12.79,7.25,5,Virginia
2889,Lancaster County,11.81,7.25,5,Virginia
2890,Lee County,10.52,7.25,5,Virginia
2891,Lexington city,10.55,7.25,5,Virginia
2892,Loudoun County,16.8,7.25,5,Virginia
2893,Louisa County,11.96,7.25,5,Virginia
2894,Lunenburg County,10.73,7.25,5,Virginia
2895,Lynchburg city,11.11,7.25,5,Virginia
2896,Madison County,11.83,7.25,5,Virginia
2897,Manassas city,16.8,7.25,5,Virginia
2898,Manassas Park city,16.8,7.25,5,Virginia
2899,Martinsville city,10.52,7.25,5,Virginia
2900,Mathews County,13.47,7.25,5,Virginia
2901,Mecklenburg County,10.66,7.25,5,Virginia
2902,Middlesex County,12.11,7.25,5,Virginia
2903,Montgomery County,11.69,7.25,5,Virginia
2904,Nelson County,12.02,7.25,5,Virginia
2905,New Kent County,12.79,7.25,5,Virginia
2906,Newport News city,13.47,7.25,5,Virginia
2907,Norfolk city,13.47,7.25,5,Virginia
2908,Northampton County,11.31,7.25,5,Virginia
2909,Northumberland County,11.11,7.25,5,Virginia
2910,Norton city,10.52,7.25,5,Virginia
2911,Nottoway County,10.77,7.25,5,Virginia
2912,Orange County,11.19,7.25,5,Virginia
2913,Page County,10.67,7.25,5,Virginia
2914,Patrick County,10.52,7.25,5,Virginia
2915,Petersburg city,12.79,7.25,5,Virginia
2916,Pittsylvania County,10.52,7.25,5,Virginia
2917,Poquoson city,13.47,7.25,5,Virginia
2918,Portsmouth city,13.47,7.25,5,Virginia
2919,Powhatan County,12.79,7.25,5,Virginia
2920,Prince Edward County,11.27,7.25,5,Virginia
2921,Prince George County,12.79,7.25,5,Virginia
2922,Prince William County,16.8,7.25,5,Virginia
2923,Pulaski County,10.76,7.25,5,Virginia
2924,Radford city,11.69,7.25,5,Virginia
2925,Rappahannock County,13.01,7.25,5,Virginia
2926,Richmond city,12.79,7.25,5,Virginia
2927,Richmond County,10.8,7.25,5,Virginia
2928,Roanoke city,11.09,7.25,5,Virginia
2929,Roanoke County,11.09,7.25,5,Virginia
2930,Rockbridge County,10.55,7.25,5,Virginia
2931,Rockingham County,11.44,7.25,5,Virginia
2932,Russell County,10.52,7.25,5,Virginia
2933,Salem city,11.09,7.25,5,Virginia
2934,Scott County,10.31,7.25,5,Virginia
2935,Shenandoah County,10.63,7.25,5,Virginia
2936,Smyth County,10.71,7.25,5,Virginia
2937,Southampton County,11.29,7.25,5,Virginia
2938,Spotsylvania County,16.8,7.25,5,Virginia
2939,Stafford County,16.8,7.25,5,Virginia
2940,Staunton city,11.44,7.25,5,Virginia
2941,Suffolk city,13.47,7.25,5,Virginia
2942,Surry County,10.58,7.25,5,Virginia
2943,Sussex County,12.79,7.25,5,Virginia
2944,Tazewell County,10.52,7.25,5,Virginia
2945,Virginia Beach city,13.47,7.25,5,Virginia
2946,Warren County,12.18,7.25,5,Virginia
2947,Washington County,10.31,7.25,5,Virginia
2948,Waynesboro city,11.44,7.25,5,Virginia
2949,Westmoreland County,11.06,7.25,5,Virginia
2950,Williamsburg city,13.47,7.25,5,Virginia
2951,Winchester city,12.42,7.25,5,Virginia
2952,Wise County,10.52,7.25,5,Virginia
2953,Wythe County,10.44,7.25,5,Virginia
2954,York County,13.47,7.25,5,Virginia
2955,Adams County,9.59,11.5,5,Washington
2956,Asotin County,9.77,11.5,5,Washington
2957,Benton County,10.4,11.5,5,Washington
2958,Chelan County,10.25,11.5,5,Washington
2959,Clallam County,10.57,11.5,5,Washington
2960,Clark County,12.91,11.5,5,Washington
2961,Columbia County,9.88,11.5,5,Washington
2962,Cowlitz County,9.94,11.5,5,Washington
2963,Douglas County,10.25,11.5,5,Washington
2964,Ferry County,9.79,11.5,5,Washington
2965,Franklin County,10.4,11.5,5,Washington
2966,Garfield County,9.58,11.5,5,Washington
2967,Grant County,10.11,11.5,5,Washington
2968,Grays Harbor County,10.04,11.5,5,Washington
2969,Island County,11.36,11.5,5,Washington
2970,Jefferson County,10.71,11.5,5,Washington
2971,King County,13.88,11.5,5,Washington
2972,Kitsap County,11.02,11.5,5,Washington
2973,Kittitas County,10.48,11.5,5,Washington
2974,Klickitat County,11.05,11.5,5,Washington
2975,Lewis County,10.02,11.5,5,Washington
2976,Lincoln County,9.58,11.5,5,Washington
2977,Mason County,10.68,11.5,5,Washington
2978,Okanogan County,10.06,11.5,5,Washington
2979,Pacific County,10.19,11.5,5,Washington
2980,Pend Oreille County,9.75,11.5,5,Washington
2981,Pierce County,11.73,11.5,5,Washington
2982,San Juan County,11.83,11.5,5,Washington
2983,Skagit County,11.05,11.5,5,Washington
2984,Skamania County,12.91,11.5,5,Washington
2985,Snohomish County,13.88,11.5,5,Washington
2986,Spokane County,10.31,11.5,5,Washington
2987,Stevens County,10.16,11.5,5,Washington
2988,Thurston County,11.84,11.5,5,Washington
2989,Wahkiakum County,9.58,11.5,5,Washington
2990,Walla Walla County,10.15,11.5,5,Washington
2991,Whatcom County,11.02,11.5,5,Washington
2992,Whitman County,10.27,11.5,5,Washington
2993,Yakima County,10.23,11.5,5,Washington
2994,Barbour County,10,8.75,5,West Virginia
2995,Berkeley County,11.38,8.75,5,West Virginia
2996,Boone County,9.78,8.75,5,West Virginia
2997,Braxton County,10.64,8.75,5,West Virginia
2998,Brooke County,10.13,8.75,5,West Virginia
2999,Cabell County,10,8.75,5,West Virginia
3000,Calhoun County,10.47,8.75,5,West Virginia
3001,Clay County,10.05,8.75,5,West Virginia
3002,Doddridge County,10.49,8.75,5,West Virginia
3003,Fayette County,9.78,8.75,5,West Virginia
3004,Gilmer County,10.56,8.75,5,West Virginia
3005,Grant County,10.63,8.75,5,West Virginia
3006,Greenbrier County,9.99,8.75,5,West Virginia
3007,Hampshire County,12.03,8.75,5,West Virginia
3008,Hancock County,10.13,8.75,5,West Virginia
3009,Hardy County,10.29,8.75,5,West Virginia
3010,Harrison County,11.08,8.75,5,West Virginia
3011,Jackson County,10.36,8.75,5,West Virginia
3012,Jefferson County,11.72,8.75,5,West Virginia
3013,Kanawha County,10.05,8.75,5,West Virginia
3014,Lewis County,10.6,8.75,5,West Virginia
3015,Lincoln County,10.13,8.75,5,West Virginia
3016,Logan County,10.44,8.75,5,West Virginia
3017,Marion County,11,8.75,5,West Virginia
3018,Marshall County,11.05,8.75,5,West Virginia
3019,Mason County,10.56,8.75,5,West Virginia
3020,McDowell County,10.56,8.75,5,West Virginia
3021,Mercer County,10.64,8.75,5,West Virginia
3022,Mineral County,10.3,8.75,5,West Virginia
3023,Mingo County,10.06,8.75,5,West Virginia
3024,Monongalia County,11.01,8.75,5,West Virginia
3025,Monroe County,10.56,8.75,5,West Virginia
3026,Morgan County,10.31,8.75,5,West Virginia
3027,Nicholas County,10.56,8.75,5,West Virginia
3028,Ohio County,11.05,8.75,5,West Virginia
3029,Pendleton County,10.37,8.75,5,West Virginia
3030,Pleasants County,10.81,8.75,5,West Virginia
3031,Pocahontas County,10.29,8.75,5,West Virginia
3032,Preston County,11.01,8.75,5,West Virginia
3033,Putnam County,11.29,8.75,5,West Virginia
3034,Raleigh County,10.54,8.75,5,West Virginia
3035,Randolph County,10.65,8.75,5,West Virginia
3036,Ritchie County,10.56,8.75,5,West Virginia
3037,Roane County,10.56,8.75,5,West Virginia
3038,Summers County,10.56,8.75,5,West Virginia
3039,Taylor County,9.78,8.75,5,West Virginia
3040,Tucker County,10.35,8.75,5,West Virginia
3041,Tyler County,10.56,8.75,5,West Virginia
3042,Upshur County,9.98,8.75,5,West Virginia
3043,Wayne County,10,8.75,5,West Virginia
3044,Webster County,10.45,8.75,5,West Virginia
3045,Wetzel County,10.56,8.75,5,West Virginia
3046,Wirt County,10.72,8.75,5,West Virginia
3047,Wood County,10.72,8.75,5,West Virginia
3048,Wyoming County,10.64,8.75,5,West Virginia
3049,Adams County,10.38,7.25,5,Wisconsin
3050,Ashland County,10.64,7.25,5,Wisconsin
3051,Barron County,10.66,7.25,5,Wisconsin
3052,Bayfield County,10.47,7.25,5,Wisconsin
3053,Brown County,10.41,7.25,5,Wisconsin
3054,Buffalo County,10.46,7.25,5,Wisconsin
3055,Burnett County,10.38,7.25,5,Wisconsin
3056,Calumet County,10.34,7.25,5,Wisconsin
3057,Chippewa County,10.53,7.25,5,Wisconsin
3058,Clark County,10.24,7.25,5,Wisconsin
3059,Columbia County,10.59,7.25,5,Wisconsin
3060,Crawford County,10.66,7.25,5,Wisconsin
3061,Dane County,11.72,7.25,5,Wisconsin
3062,Dodge County,11.01,7.25,5,Wisconsin
3063,Door County,10.52,7.25,5,Wisconsin
3064,Douglas County,10.72,7.25,5,Wisconsin
3065,Dunn County,10.58,7.25,5,Wisconsin
3066,Eau Claire County,10.53,7.25,5,Wisconsin
3067,Florence County,10.49,7.25,5,Wisconsin
3068,Fond du Lac County,10.71,7.25,5,Wisconsin
3069,Forest County,10.32,7.25,5,Wisconsin
3070,Grant County,10.69,7.25,5,Wisconsin
3071,Green County,10.59,7.25,5,Wisconsin
3072,Green Lake County,10.38,7.25,5,Wisconsin
3073,Iowa County,10.74,7.25,5,Wisconsin
3074,Iron County,10.38,7.25,5,Wisconsin
3075,Jackson County,10.38,7.25,5,Wisconsin
3076,Jefferson County,10.61,7.25,5,Wisconsin
3077,Juneau County,10.38,7.25,5,Wisconsin
3078,Kenosha County,11.01,7.25,5,Wisconsin
3079,Kewaunee County,10.41,7.25,5,Wisconsin
3080,La Crosse County,10.69,7.25,5,Wisconsin
3081,Lafayette County,10.14,7.25,5,Wisconsin
3082,Langlade County,10.64,7.25,5,Wisconsin
3083,Lincoln County,10.38,7.25,5,Wisconsin
3084,Manitowoc County,10.14,7.25,5,Wisconsin
3085,Marathon County,10.3,7.25,5,Wisconsin
3086,Marinette County,10.38,7.25,5,Wisconsin
3087,Marquette County,10.55,7.25,5,Wisconsin
3088,Menominee County,10.38,7.25,5,Wisconsin
3089,Milwaukee County,11.34,7.25,5,Wisconsin
3090,Monroe County,10.84,7.25,5,Wisconsin
3091,Oconto County,10.84,7.25,5,Wisconsin
3092,Oneida County,10.46,7.25,5,Wisconsin
3093,Outagamie County,10.34,7.25,5,Wisconsin
3094,Ozaukee County,11.34,7.25,5,Wisconsin
3095,Pepin County,10.14,7.25,5,Wisconsin
3096,Pierce County,11.89,7.25,5,Wisconsin
3097,Polk County,10.48,7.25,5,Wisconsin
3098,Portage County,10.46,7.25,5,Wisconsin
3099,Price County,10.38,7.25,5,Wisconsin
3100,Racine County,10.84,7.25,5,Wisconsin
3101,Richland County,10.14,7.25,5,Wisconsin
3102,Rock County,10.75,7.25,5,Wisconsin
3103,Rusk County,10.17,7.25,5,Wisconsin
3104,Sauk County,11.11,7.25,5,Wisconsin
3105,Sawyer County,10.51,7.25,5,Wisconsin
3106,Shawano County,10.76,7.25,5,Wisconsin
3107,Sheboygan County,10.24,7.25,5,Wisconsin
3108,St. Croix County,11.89,7.25,5,Wisconsin
3109,Taylor County,10.3,7.25,5,Wisconsin
3110,Trempealeau County,10.38,7.25,5,Wisconsin
3111,Vernon County,10.35,7.25,5,Wisconsin
3112,Vilas County,10.45,7.25,5,Wisconsin
3113,Walworth County,10.84,7.25,5,Wisconsin
3114,Washburn County,10.81,7.25,5,Wisconsin
3115,Washington County,11.34,7.25,5,Wisconsin
3116,Waukesha County,11.34,7.25,5,Wisconsin
3117,Waupaca County,10.88,7.25,5,Wisconsin
3118,Waushara County,10.38,7.25,5,Wisconsin
3119,Winnebago County,10.98,7.25,5,Wisconsin
3120,Wood County,10.59,7.25,5,Wisconsin
3121,Albany County,10.18,7.25,5,Wyoming
3122,Big Horn County,9.9,7.25,5,Wyoming
3123,Campbell County,10.95,7.25,5,Wyoming
3124,Carbon County,10.22,7.25,5,Wyoming
3125,Converse County,9.95,7.25,5,Wyoming
3126,Crook County,10.21,7.25,5,Wyoming
3127,Fremont County,9.9,7.25,5,Wyoming
3128,Goshen County,9.96,7.25,5,Wyoming
3129,Hot Springs County,9.92,7.25,5,Wyoming
3130,Johnson County,10.18,7.25,5,Wyoming
3131,Laramie County,10.8,7.25,5,Wyoming
3132,Lincoln County,10.4,7.25,5,Wyoming
3133,Natrona County,11.09,7.25,5,Wyoming
3134,Niobrara County,9.9,7.25,5,Wyoming
3135,Park County,10.06,7.25,5,Wyoming
3136,Platte County,9.9,7.25,5,Wyoming
3137,Sheridan County,10.56,7.25,5,Wyoming
3138,Sublette County,10.36,7.25,5,Wyoming
3139,Sweetwater County,10.72,7.25,5,Wyoming
3140,Teton County,11.79,7.25,5,Wyoming
3141,Uinta County,10.04,7.25,5,Wyoming
3142,Washakie County,9.9,7.25,5,Wyoming
3143,Weston County,9.94,7.25,5,Wyoming
